pref,city,subcity,name,lat,lon
saitama,秩父市,秩父市,西武秩父駅前ステーション,35.98890,139.08329
saitama,本庄市,本庄市,ササイパーキングステーション,36.22241,139.18125
saitama,本庄市,本庄市,タイムズ本庄駅北口第２,36.23656,139.19072
saitama,本庄市,本庄市,タイムズ本庄駅南口第２,36.23605,139.18602
saitama,本庄市,本庄市,タイムズ本庄駅南口第３,36.23430,139.18734
saitama,深谷市,深谷市,タイムズ深谷ステーション,36.19022,139.28357
saitama,深谷市,深谷市,タイムズ深谷第２ステーション,36.19377,139.28354
saitama,蓮田市,蓮田市,蓮田駅田口駐車場,35.98275,139.65015
saitama,蓮田市,蓮田市,タイムズ蓮田本町第２ステーション,35.98188,139.65169
saitama,蓮田市,蓮田市,蓮田駅前カーシェアステーション,35.98066,139.65508
saitama,加須市,加須市,タイムズ加須駅前ステーション,36.12521,139.59600
saitama,加須市,加須市,タイムズ加須駅南口第２,36.12235,139.59644
saitama,東松山市,東松山市,ハイムスイート東松山,36.03505,139.40392
saitama,東松山市,東松山市,タイムズ高坂第２,36.00332,139.39885
saitama,東松山市,東松山市,高坂駅東口,36.00352,139.39775
saitama,幸手市,幸手市,タイムズ幸手駅前ステーション,36.07393,139.71533
saitama,比企郡,比企郡,タイムズ小川町駅前第５,36.05751,139.26069
saitama,比企郡,比企郡,タイムズ小川町駅前第２ステーション,36.05705,139.26051
saitama,比企郡,比企郡,タイムズ小川町駅前第３,36.05483,139.26078
saitama,比企郡,比企郡,タイムズつきのわ駅前,36.04300,139.34442
saitama,秩父郡,秩父郡,タイムズ長瀞駅前ステーション,36.09490,139.11186
saitama,児玉郡,児玉郡,タイムズ神保原駅前ステーション,36.25449,139.14977
saitama,大里郡,大里郡,タイムズ寄居駅南口ステーション,36.11723,139.19448
saitama,白岡市,白岡市,タイムズ新白岡駅西口ステーション,36.03869,139.67074
saitama,白岡市,白岡市,タイムズ白岡駅前第４,36.01897,139.66524
saitama,白岡市,白岡市,タイムズ白岡駅前第３,36.02010,139.66670
